0xf222e	󲈮	󳤣|󐁥󲐀，󲊂󐁥󲐀
0xf3124	󳄤	发现 in Yi script is  (发现).|󳊽󳌜󳆪󲲧󳚜󲬈󲡕󲧩
0xf3125	󳄥	The Yi script for '1、拖；2、（腰包、衣|字符的词汇编号是5380。
0xf3126	󳄦	󲳎󲟪󲰻󲴫󳘡󲧪󳆳󲵧|（攀枝花）用通用彝文写作「」。
0xf3127	󳄧	的英文是(畜生的) 乳房，中文是（畜生的）乳房。|󲽟󳑶󲿖󳋓󲻬󳒹󳇼󲼅󲮣󲳻󲿊󳊗󳘸
0xf3128	󳄨	󳃰󲯇󲭂󲮉󲯝󲞾󲭨󲮘󲳔|󳛫󲩰󳆻󲭛
0xf3129	󳄩	󲫈 forest slow|太阳
0xf312a	󳄪	是通用彝文字符 unicode 0xf312a 滇川黔桂彝文|󳉲󳅑󲡴󳍝󳄍󳒴󳊮󳖱󳉞󳋈󳑴󳃳󳐼
0xf312b	󳄫	彝文字符的中文含义是（粗）磨，英文含义是(粗) 磨。|的意思是（粗）磨（(粗) 磨）。
0xf312c	󳄬	是通用彝文字符 unicode 0xf312c 滇川黔桂彝文|彝文字符的中文含义是开（自动），英文含义是drive, op
0xf312d	󳄭	是通用彝文字符 unicode 0xf312d 滇川黔桂彝文|drill, bore (进) in Yi script i
0xf312e	󳄮	The Yi script for '（弥觉（传说中的水怪）|󳜁󲯲󲵶󲠘󳖿󲱙󲽎󲰒󳚹󳎄󲨃󲱜
0xf312f	󳄯	细小, 细微 in Yi script is  (细小、细微|细小、细微用通用彝文写作「」。
0xf3130	󳄰	（水瓢）用通用彝文写作「」。|是通用彝文字符 unicode 0xf3130 滇川黔桂彝文
0xf3131	󳄱	壶 in Yi script is  (壶).|是通用彝文字符 unicode 0xf3131 滇川黔桂彝文
0xf3132	󳄲	󳅴󳒢󲝏󳋕󲹩󳂤󳏐󲫸󲺫󲺳󳎗󳒭|彝文字符的词汇编号是5393。
0xf3133	󳄳	彝文字符的中文含义是簇拥，英文含义是cluster, bun|是通用彝文字符 unicode 0xf3133 滇川黔桂彝文
0xf3134	󳄴	的意思是储备（储备）。|的英文是储备，中文是储备。
0xf3135	󳄵	compete, fight for in Yi scrip|的意思是争夺（compete, fight for）。
0xf3136	󳄶	的英文是插 (使动)，中文是插（使动）。|插 (使动)
0xf3137	󳄷	The Yi script for '绒' is ''. I|󳀂 fast island
0xf3138	󳄸	是通用彝文字符 unicode 0xf3138 滇川黔桂彝文|󳜙󲟽󳐞󲼺󲩙󲩛󲽨󲰡󲲶󲾵󲴓
0xf3139	󳄹	「差遣、派遣」的通用彝文是「」。|的意思是差遣、派遣（差遣, 派遣）。
0xf313a	󳄺	（grass莓） in Yi script is  (（草莓|（grass莓）
0xf313b	󳄻	󲩤󲯴󳎯󲝈󳘈󳉁󲭲󲢜󲽹󳐸󲱣|（腼腆） in Yi script is  (（腼腆）).
0xf313c	󳄼	󳐏󳅍󳄌󲿩󳖝󲽲󲿱󲦘󲢀󲠇󲢗󳕺󳀇󳏢|的英文是凿 (子)，中文是凿（子）。
0xf313d	󳄽	彝文字符的中文含义是劈，英文含义是劈。|彝文 unicode:0xf313d 通用彝文字符集
0xf313e	󳄾	1. 学; 2. 明;|1. 学; 2. 明; in Yi script is  (
0xf313f	󳄿	「（（1）乾坤；（2）宇宙空间的上下；）」的通用彝文是「」。|是通用彝文字符 unicode 0xf313f 滇川黔桂彝文
0xf3140	󳅀	生(疮) , 长 (瘤子)|「生（疮）、长（瘤子）」的通用彝文是「」。
0xf3141	󳅁	The Yi script for '那' is ''. I|󳛯󲭏󳆞󲹽󳆻󳑋󲪇󲶏󲳈󲟨󳗻
0xf3142	󳅂	The Yi script for '眼' is ''. I|的意思是眼（eye）。
0xf3143	󳅃	󳎐󲧮󳉥󲝄󳚵󲼭󲞐󲥃󳛌󲿤󳆡󲬌󲬾󳋎|󲯴󲷜󲣻󲮘󳓏󲧪
0xf3144	󳅄	字符的词汇编号是5411。|的英文是（石榴），中文是（石榴）。
0xf3145	󳅅	的英文是块 (量词)，中文是块（量词）。|彝文字符的中文含义是块（量词），英文含义是块 (量词)。
0xf3146	󳅆	是通用彝文字符 unicode 0xf3146 滇川黔桂彝文|1. 猴; 2. 申(place, location支第ni
0xf3147	󳅇	的意思是（睾丸）（（睾丸））。|（睾丸） in Yi script is  (（睾丸）).
0xf3148	󳅈	󳓇󲡽󳀑󲯷󲼊󳃕󲾖󳌖󲸁󳌍󳁌|沟渠 in Yi script is  (沟渠).
0xf3149	󳅉	字符的词汇编号是5416。|󳒷󲝩󲦸󲢘󲻗󳄫󳐓󳘨󲷀󳜝󲡾
0xf314a	󳅊	彝文 unicode:0xf314a 通用彝文字符集|的英文是足够, 够，中文是足够、够。
0xf314b	󳅋	彝文字符的中文含义是囫囵，英文含义是囫囵。|The Yi script for '囫囵' is ''. 
0xf314c	󳅌	The Yi script for '蹬' is ''. I|的意思是蹬（蹬）。
0xf314d	󳅍	󲼫󲪷󳐜󳓣󲸩󳔚󳘻󲩲|󳄅󲩤󳐍󲥃󳒰󲿉󲮝󳌃󲶞󳅨
0xf314e	󳅎	󲲔󲜘󳑏󲼣󲷭󲱊|󲺕󳐺󲢺󳕝󳏝󲭱󳗏󲧉󲴭󲣰󲻵󲭸󲼤󲲸
0xf314f	󳅏	「半（夜、路）」的通用彝文是「」。|半 (夜, 路) in Yi script is  (半（夜
0xf3150	󳅐	钓 (鱼) in Yi script is  (钓（鱼）).|彝文 unicode:0xf3150 通用彝文字符集
0xf3151	󳅑	󳉲󲡴󳄪󳍝󳄍󳒴󳊮󳖱󳉞󳋈󳑴󳃳󳐼|件 (量词) in Yi script is  (件（量词）
0xf3152	󳅒	󳅣󲶹 life spirit ugly|的意思是（毕摩的）法铃（(毕摩的) 法铃）。
0xf3153	󳅓	是通用彝文字符 unicode 0xf3153 滇川黔桂彝文|1. 筷子; 2. (overlapping词缀) ;
0xf3154	󳅔	是通用彝文字符 unicode 0xf3154 滇川黔桂彝文|󲴹󲩂󳑏󲨿
0xf3155	󳅕	󲱦󲱢󳜏 how much per kilogram it i|󲤙󳘀󳎫󳂻󲥕󳐗󳗏󳏞󳈇󳚪󳙬󳊲󳀎
0xf3156	󳅖	的意思是（打柴、拾柴）（（打柴, 拾柴））。|󳊍󲰤󲭫󲶗󳐲󲫎
0xf3157	󳅗	是通用彝文字符 unicode 0xf3157 滇川黔桂彝文|󳌇󲴊󳓆󳎬󲜤󳁂󳛱󲨝󳖇󲴴󲮨󳛲󲹌󳐋
0xf3158	󳅘	彝文字符的中文含义是（眼）镜，英文含义是(eye) 镜。|(eye) 镜 in Yi script is  (（眼）镜
0xf3159	󳅙	󲦙󲳋󳂄󳎴󲟼󳑦󲠕|The Yi script for '1、注（视）；2、醒（
0xf315a	󳅚	的英文是撞 (鬼)，中文是撞（鬼）。|撞 (鬼) in Yi script is  (撞（鬼）).
0xf315b	󳅛	󳌢󲺣󲠙󲼇󳌹󲫒󲵐󲬻󳇧󲤂󲞩󳂍󳂓󲢗|的英文是虾 (子)，中文是虾（子）。
0xf315c	󳅜	彝文字符的中文含义是腋，英文含义是腋。|彝文 unicode:0xf315c 通用彝文字符集
0xf315d	󳅝	(鸡嗉子果 (one种野果, 可食用) )|󳖐󲳨󳈖󳅩󳙃󳎐󲜶󲽘󳔱
0xf315e	󳅞	是通用彝文字符 unicode 0xf315e 滇川黔桂彝文|的英文是(里face, surface) 有，中文是（里面）
0xf315f	󳅟	彝文 unicode:0xf315f 通用彝文字符集|「睡」的通用彝文是「」。
0xf3160	󳅠	(descend, go down弦 (月) ) in Yi|的意思是（下弦（月））（(descend, go down弦
0xf3161	󳅡	󳇷󲥠󳂆󲫍󳗳󳂬󲝃󲴧󲩉󲧿󲝀󲽪󲼀󲦐|󲩅󲥆󲻯󲰂󲻫󲤴󲤊󳎭󳕣
0xf3162	󳅢	彝文字符的中文含义是（慢慢地），英文含义是（慢慢place,|（慢慢place, location） in Yi scri
0xf3163	󳅣	勺子, 匙|彝文字符的中文含义是勺子、匙，英文含义是勺子, 匙。
0xf3164	󳅤	押送（犯人）用通用彝文写作「」。|是通用彝文字符 unicode 0xf3164 滇川黔桂彝文
0xf3165	󳅥	的意思是（野鸭）（（野鸭））。|彝文字符的中文含义是（野鸭），英文含义是（野鸭）。
0xf3166	󳅦	笔用通用彝文写作「」。|彝文字符的中文含义是笔，英文含义是笔。
0xf3167	󳅧	是通用彝文字符 unicode 0xf3167 滇川黔桂彝文|󲵆󳃋󳔒󳔑󳄶󲣣󲫖󲥸󳃸
0xf3168	󳅨	的英文是环，中文是环。|󲰌󳘄󳙕󲹤󳁥󲿙󲸁󲟤󳌛󳋮
0xf3169	󳅩	1、吉祥；2、（宗祠）；用通用彝文写作「」。|是通用彝文字符 unicode 0xf3169 滇川黔桂彝文
0xf316a	󳅪	󲪌󳒋󲧭󲰋󲻤󲾽󲣁󲬉󳙕󲱾󳎷󳉌󳘖|The Yi script for '1、歌；2、（跳舞）；
0xf316b	󳅫	󲣌󳗳󳃞󳈕󲨑󲹀󳈉󲾮󳆜󲦌󲠑󲭁󲵶󲫴|的英文是（hand铐），中文是（手铐）。
0xf316c	󳅬	是通用彝文字符 unicode 0xf316c 滇川黔桂彝文|󲹸󲤀󳃹󲧪
0xf316d	󳅭	是通用彝文字符 unicode 0xf316d 滇川黔桂彝文|的意思是如、及（如, 及）。
0xf316e	󳅮	󳎓󲰁󳃠󲬧󲻸|彝文 unicode:0xf316e 通用彝文字符集
0xf316f	󳅯	彝文 unicode:0xf316f 通用彝文字符集|󳚮󲴥󲡘󲭵󲡶󲯆
0xf3170	󳅰	彝文字符的中文含义是巫，英文含义是巫。|是通用彝文字符 unicode 0xf3170 滇川黔桂彝文
0xf3171	󳅱	The Yi script for '1、扳（弯、断）；2、|1. 扳(弯, 断) ; 2. (弯钩) ;
0xf3172	󳅲	󲺯󳘧󳗟󲷸󳙦󲧞󳎅|吼 in Yi script is  (吼).
0xf3173	󳅳	的意思是（什么）（（什么））。|（什么） in Yi script is  (（什么）).
0xf3174	󳅴	󲺻󲜯󲺔󲰮󲝗󲣌|是通用彝文字符 unicode 0xf3174 滇川黔桂彝文
0xf3175	󳅵	叫(person, people)  (传唤)|叫（人）（传唤）用通用彝文写作「」。
0xf3176	󳅶	彝文字符的中文含义是（耳朵），英文含义是（耳朵）。|字符的词汇编号是5461。
0xf3177	󳅷	彝文 unicode:0xf3177 通用彝文字符集|󲨌󲞽󳕡󲡆󳏴󲠧󳖘󲽔󳇴󲢣󲰃󲺗󲥑
0xf3178	󳅸	󲪺󲝮󳄣󳂡󲵤󲽚󲴏󲷭|󳄐󲯫󲫢󳅽󲰖󳐓󲣣󳇃󲽲󳐗󳉿󲱷󳌔
0xf3179	󳅹	󲯷󳁎󳛧󲮫󲭲󳈼󳑜󲦫󲽅|的英文是（漂flow, stream, 浪荡），中文是（漂流
0xf317a	󳅺	的意思是（蜂）窝（(蜂) 窝）。|「（蜂）窝」的通用彝文是「」。
0xf317b	󳅻	󲳎󲱈󳘌󲺜󲫟󳔱󲠹󳓆󲶿󲯡󲯩|是通用彝文字符 unicode 0xf317b 滇川黔桂彝文
0xf317c	󳅼	（群众, hundred姓） in Yi script is|󲣏󳖀󳚟󲧘󳀻󳚒󲼁󲞆󳉏󲦻󳕷
0xf317d	󳅽	󳄐󲯫󲫢󲰖󳐓󲣣󳇃󲽲󳐗󳉿󳅸󲱷󳌔|「1、蹄子；2、（脚后跟）；」的通用彝文是「」。
0xf317e	󳅾	（肚脐eye）|󲺻󳓮󲶓󲝓󳏋󲵖󲨈󲝬󳔪
0xf317f	󳅿	󲻟󳚽󳘨󳈁󲨗|是通用彝文字符 unicode 0xf317f 滇川黔桂彝文
0xf3180	󳆀	嚎叫用通用彝文写作「」。|󳀚󲬎󲬢󲾧󳛐󲰟󳗛󳃬󳌭󲲿
0xf3181	󳆁	是通用彝文字符 unicode 0xf3181 滇川黔桂彝文|这是彝文字符
0xf3182	󳆂	󳎌󳏀󲫂󳉒󲫋󲳈󲠆󲩉󲦃󲢸󳒗|彝文字符的中文含义是（垢腻），英文含义是（垢腻）。
0xf3183	󳆃	彝文字符的词汇编号是5474。|󳐹 new cold
0xf3184	󳆄	是通用彝文字符 unicode 0xf3184 滇川黔桂彝文|󳇢󳇡󲤭󳅽󲷑󲺤󳈹󲧴󳀻󳃣󲼏󲞠
0xf3185	󳆅	（球状object, thing体） in Yi scrip|The Yi script for '（球状物体）' is 
0xf3186	󳆆	(菲篥 (li) （one种吹奏的grass杆乐器)|是通用彝文字符 unicode 0xf3186 滇川黔桂彝文
0xf3187	󳆇	󳛷󳃵󳗬󲦻󳐍󲪬󳄫󲿵󳎱󲢌󳒍󳀈󳃜󲧤|字符的词汇编号是5478。
0xf3188	󳆈	的意思是（蹲起）（（squat, crouchrise, g|彝文字符的中文含义是（蹲起），英文含义是（squat, cr
0xf3189	󳆉	󳔼󲱌󲶄󲥓󳄡󲩛󲾁󲶙󲪟󲲍󳐒󲲻󲰆|是通用彝文字符 unicode 0xf3189 滇川黔桂彝文
0xf318a	󳆊	󲴻󲟖󳑥󲯻󲠏󳇝󲧆󲧟󲳮|的意思是觉察、发觉、感觉（觉察, 发觉, 感觉）。
0xf318b	󳆋	的英文是私person, people，中文是私人。|私person, people
0xf318c	󳆌	（蓖hemp, numb） in Yi script is |󳑄󲴈󳃓󳊵󲫧󲺗󳐹󳙵󲳛󲷾󳖶󳔤
0xf318d	󳆍	彝文「」的意思是「赌」，英文是 赌。|赌 in Yi script is  (赌).
0xf318e	󳆎	是通用彝文字符 unicode 0xf318e 滇川黔桂彝文|The Yi script for '（风箱）' is ''
0xf318f	󳆏	的意思是（猛）拉（(猛) 拉）。|󳑦󲧡󲡐󳅝󲺍󲣙󲻴󲞊
0xf3190	󳆐	的意思是（孔眼、空洞）（（孔eye, 空洞））。|的英文是（孔eye, 空洞），中文是（孔眼、空洞）。
0xf3191	󳆑	󲸈󲥧󲰿󳌉󲫸󲨤󳋣󳊪󲥘 among three people w|是通用彝文字符 unicode 0xf3191 滇川黔桂彝文
0xf3192	󳆒	1. 打; 2. (椎chuí 杀 (击杀) );|是通用彝文字符 unicode 0xf3192 滇川黔桂彝文
0xf3193	󳆓	1. 看; 2. (形容飞快消逝) ;|󲤁󳁧󲾉󲲡󳛢󳕯󳓝󲺭󲟖󳙫
0xf3194	󳆔	（赌咒） in Yi script is  (（赌咒）).|（赌咒）
0xf3195	󳆕	The Yi script for '诓（欺骗）（小孩）' |「诓（欺骗）（小孩）」的通用彝文是「」。
0xf3196	󳆖	󲝄󳊹󲬩󳚞󲳏󳜥󲸐󳏲󲞛󲽠󲵵󳅘󲻭|󳅾󲹤󳓺󳍎󲦒󳊿
0xf3197	󳆗	（葫芦） in Yi script is  (（葫芦）).|彝文 unicode:0xf3197 通用彝文字符集
0xf3198	󳆘	石头|󳑫󲠉󳍏󲞲󲾝
0xf3199	󳆙	「雹」的通用彝文是「」。|的英文是雹，中文是雹。
0xf319a	󳆚	The Yi script for '1、（爽朗）；2、（赤|1. (爽朗) ; 2. (赤陀, person, peop
0xf319b	󳆛	彝文字符的中文含义是（舌头）伸缩，英文含义是(tongue头|(tongue头) 伸缩 in Yi script is  
0xf319c	󳆜	的英文是（蝉, 知了），中文是（蝉、知了）。|󲴺󲬵󳂻󳐾󲶐󳉤
0xf319d	󳆝	的意思是美丽、漂亮、干净（美丽, 漂亮, dry净）。|彝文字符的中文含义是美丽、漂亮、干净，英文含义是美丽, 漂亮
0xf319e	󳆞	彝文 unicode:0xf319e 通用彝文字符集|是通用彝文字符 unicode 0xf319e 滇川黔桂彝文
0xf319f	󳆟	彝文字符的中文含义是（雷），英文含义是（雷）。|是通用彝文字符 unicode 0xf319f 滇川黔桂彝文
0xf31a0	󳆠	是通用彝文字符 unicode 0xf31a0 滇川黔桂彝文|彝文 unicode:0xf31a0 通用彝文字符集
0xf31a1	󳆡	「1、交合；2、会、合；」的通用彝文是「」。|󲯾󳒖󲸐󲶏󲞿󳊠󳂶󲧰󲢐󲪱󲥶󲜳󳒓
0xf31a2	󳆢	The Yi script for '（懒）' is ''.|「（懒）」的通用彝文是「」。
0xf31a3	󳆣	的意思是容量大（容量big, large）。|彝文字符的中文含义是容量大，英文含义是容量big, larg
0xf31a4	󳆤	󲹝󲭋󲷞󲧆󲨰󳆅󳁍󲶐󲢝󲩡|是通用彝文字符 unicode 0xf31a4 滇川黔桂彝文
0xf31a5	󳆥	󲥓󲬾󲼍󳑫󲤐󳃢󲿀󲶉󳐪󳂈󲳙󳖎󳀆|彝文字符的中文含义是（家具、物品），英文含义是（家具, ob
0xf31a6	󳆦	（倒霉）|彝文字符的中文含义是（倒霉），英文含义是（倒霉）。
0xf31a7	󳆧	彝文 unicode:0xf31a7 通用彝文字符集|的英文是space垂直的descend, go downfa
0xf31a8	󳆨	字符的词汇编号是5511。|串 (动词, 量词)
0xf31a9	󳆩	的英文是(布谷鸟) 叫，中文是（布谷鸟）叫。|󲝉󳈬󳒔󳄩
0xf31aa	󳆪	󳊽󳌜󳄤󲲧󳚜󲬈󲡕󲧩|的英文是孩 (子)，中文是孩（子）。
0xf31ab	󳆫	是通用彝文字符 unicode 0xf31ab 滇川黔桂彝文|󳖝 hello body
0xf31ac	󳆬	的意思是消瘦（消瘦）。|彝文字符的中文含义是消瘦，英文含义是消瘦。
0xf31ad	󳆭	彝文字符的中文含义是哭，英文含义是哭。|编号5516对应彝文字符。
0xf31ae	󳆮	󲥺󲪬󲵳󳊽󲞕󲼇󳒅󲽱󲜮󲸔󲫙󳑛|是通用彝文字符 unicode 0xf31ae 滇川黔桂彝文
0xf31af	󳆯	󳋬󳑧󲴦󳓦󲸭󳄚󲫾󳛢󳎸󲲒󳆘󳃅|󲼊󲡗󳗊󲿊󲧍󲺍󲯡󲾍󲩈󲪑󳍗󲻫󲾚󳆭
0xf31b0	󳆰	1. 傻; 2. 鲁莽;|󲡘󲜐󳅽󳘘󳑶󲸙󲬃󲳃󲤵󲞘󲸷󲦣
0xf31b1	󳆱	字符的词汇编号是5520。|1、蛆虫；2、生（蛆虫）；用通用彝文写作「」。
0xf31b2	󳆲	The Yi script for '隐瞒' is ''. |「隐瞒」的通用彝文是「」。
0xf31b3	󳆳	是通用彝文字符 unicode 0xf31b3 滇川黔桂彝文|󲪜󲴈󲤧󳎭󲳲󲧱󲲿󳂥󳃊󲰺󳌙󳇮󳋢
0xf31b4	󳆴	是通用彝文字符 unicode 0xf31b4 滇川黔桂彝文|󳆕󲧵󲦾󲧒󳂾󳗲󲤄
0xf31b5	󳆵	󳀦󳅞󲸶󳋿󲽹󲴒󲩝󲣞󲻩󲡶󲝽|的意思是刮风（刮风）。
0xf31b6	󳆶	吵 (架)|󳋽󲻝󲮗󳄷󲢣󳌤󲴊󲽶󳎓󲼣󲥯󲟣
0xf31b7	󳆷	「（祖父、爷爷）」的通用彝文是「」。|󲽀󳙅󲝱󲠮󳇹󲣭
0xf31b8	󳆸	󲺇󳙛󳒇󳔚󲱞󳑯󲮡󳍘󲽊󲣏󲠒󳐏|The Yi script for '1、口（量词）；2、（
0xf31b9	󳆹	是通用彝文字符 unicode 0xf31b9 滇川黔桂彝文|󳆩󳅣󲟏󳒇󳉝󳍿󲲖󲡹
0xf31ba	󳆺	彝文字符的中文含义是溢、漫，英文含义是溢, 漫。|是通用彝文字符 unicode 0xf31ba 滇川黔桂彝文
0xf31bb	󳆻	󳛯󲭏󳆞󲹽󳅁󳑋󲪇󲶏󲳈󲟨󳗻|󲲺󳚦󲿴󲪐󳃒󳊴󲷎󳀀
0xf31bc	󳆼	彝文字符的词汇编号是5531。|彝文字符的中文含义是福，英文含义是福。
0xf31bd	󳆽	模仿|󲷸󳄫󲝎󲽨󲾴󳅷󳃁󲣔󳑺󲺠󳍳󲤛
0xf31be	󳆾	󲿫󲹧 love wise life|󲡸 dark peace
0xf31bf	󳆿	（花生） in Yi script is  (（花生）).|彝文 unicode:0xf31bf 通用彝文字符集
0xf31c0	󳇀	的意思是优惠（优惠）。|优惠 in Yi script is  (优惠).
0xf31c1	󳇁	󳊫󳄜󲟬󲺺󲦔󲿯󳌉󲼒󲩆󲫊󲢉󲮒|的英文是撮 (ash, gray)，中文是撮（灰）。
0xf31c2	󳇂	󳑕󳊧󳎫󳒨󳅱󲧊󳔷󲬐󳌴󳄘󳔬|（老鼠, 耗子） in Yi script is  (（老鼠
0xf31c3	󳇃	的英文是想, 思考, 思索，中文是想、思考、思索。|的意思是想、思考、思索（想, 思考, 思索）。
0xf31c4	󳇄	「有益」的通用彝文是「」。|是通用彝文字符 unicode 0xf31c4 滇川黔桂彝文
0xf31c5	󳇅	是通用彝文字符 unicode 0xf31c5 滇川黔桂彝文|的英文是（坟墓），中文是（坟墓）。
0xf31c6	󳇆	的意思是寡（鸡蛋）（寡 (鸡蛋)）。|彝文 unicode:0xf31c6 通用彝文字符集
0xf31c7	󳇇	「唤（牲畜）」的通用彝文是「」。|的英文是唤 (livestock)，中文是唤（牲畜）。
0xf31c8	󳇈	过分|󳆛󲱽󳁼󲦪󲱵󲷍
0xf31c9	󳇉	彝文字符的中文含义是侍从（古语），英文含义是侍从 (anci|侍从（古语）用通用彝文写作「」。
0xf31ca	󳇊	的英文是叽叽喳喳 (叫声)，中文是叽叽喳喳（叫声）。|的意思是叽叽喳喳（叫声）（叽叽喳喳 (叫声)）。
0xf31cb	󳇋	彝文字符的中文含义是砚（台），英文含义是砚 (台)。|砚 (台) in Yi script is  (砚（台）).
0xf31cc	󳇌	觉 (量词)|的意思是觉（量词）（觉 (量词)）。
0xf31cd	󳇍	彝文 unicode:0xf31cd 通用彝文字符集|的英文是赡养, 供养, 抚养，中文是赡养、供养、抚养。
0xf31ce	󳇎	的英文是行, 走，中文是行、走。|󲴔󳍡󲻿󳌔󲲩󲼎󲠷󲮨󲟘󳊋󳂹󲾫
0xf31cf	󳇏	1. 国; 2. (sky, heaven) 空;|󳀠󳏑󳈲󳗂󲫍󳕃
0xf31d0	󳇐	鱼 in Yi script is  (鱼).|鱼
0xf31d1	󳇑	的英文是（onomatopoeia），中文是（象声词）。|󲾍󳄒󲫸󲭨
0xf31d2	󳇒	的英文是饿，中文是饿。|彝文字符的中文含义是饿，英文含义是饿。
0xf31d3	󳇓	彝文 unicode:0xf31d3 通用彝文字符集|彝文字符的词汇编号是5554。
0xf31d4	󳇔	1. 锣; 2. (person, people熊) ;|󳊨󲜹󲥹󳄄
0xf31d5	󳇕	是通用彝文字符 unicode 0xf31d5 滇川黔桂彝文|彝文 unicode:0xf31d5 通用彝文字符集
0xf31d6	󳇖	彝文字符的中文含义是带（东西），英文含义是带 (东西)。|是通用彝文字符 unicode 0xf31d6 滇川黔桂彝文
0xf31d7	󳇗	󲫥󳛼 forest old wise|󳐍󲽳󲬄󳎼󳛱󳎳󲞯󲺛󲞹󳌇󲳺󳁵󲨮󳔻
0xf31d8	󳇘	1. (ten字镐) ; 2. (达体舞) ;|󲠮󲷺 kind body slow
0xf31d9	󳇙	字符的词汇编号是5560。|󳌦󳒏󲝌󲰲󳋂󲝩󲵪󲝡󳂌󳈙󳀠󲮼
0xf31da	󳇚	（猪）拱用通用彝文写作「」。|The Yi script for '（猪）拱' is ''
0xf31db	󳇛	󳆐󳎟󲡌󲷱󳋣󳁹󲫥󳂑󳕨󲷣󳉍|的意思是眼、孔（eye, 孔）。
0xf31dc	󳇜	󲝈󳎩󳙙󲽕󲠃󲷚󳕏󳕦󳚱󳅊󳖷󲫂󳑆󳁋|髓 in Yi script is  (髓).
0xf31dd	󳇝	彝文字符的中文含义是晒（太阳），英文含义是dry in su|dry in sun, expose (太阳)
0xf31de	󳇞	传 (种)|󲩔󲣚󳏻󲭻󲸷󳅙󲶴󳉫󲭫󳎷󳙀󲲹󲪓󲱦
0xf31df	󳇟	󳉧󳎒󳒃󳆶󳋲󲦫|彝文 unicode:0xf31df 通用彝文字符集
0xf31e0	󳇠	是通用彝文字符 unicode 0xf31e0 滇川黔桂彝文|车 in Yi script is  (车).
0xf31e1	󳇡	的英文是1. 查; 2. 察;，中文是1、查；2、察；。|彝文字符的中文含义是1、查；2、察；，英文含义是1. 查; 
0xf31e2	󳇢	󲞖󳕣󲢾󳃱󲼹󲷮󲧈|󳊠󳓓󲟐󳑈󲽃󲭈󲦃󳎤󳋂󲿇󲶕󲻥󲞇󳎮
0xf31e3	󳇣	󲷎󳀲󲱿󲝿󲪆󲲝|彝文 unicode:0xf31e3 通用彝文字符集
0xf31e4	󳇤	编号5571对应彝文字符。|视 (视察, 观察, 查看, 参观, 浏览)
0xf31e5	󳇥	（1. 撒遍; 2. 普及; ）|󳗣 cloud forest
0xf31e6	󳇦	The Yi script for '（1、茨菇；2、山药；|是通用彝文字符 unicode 0xf31e6 滇川黔桂彝文
0xf31e7	󳇧	󲯖󲱎󲜣󲳊󳍧󳘊|编号5574对应彝文字符。
0xf31e8	󳇨	是通用彝文字符 unicode 0xf31e8 滇川黔桂彝文|The Yi script for '（往嘴里）灌' is 
0xf31e9	󳇩	彝文字符的中文含义是（山楂），英文含义是（山楂）。|的意思是（山楂）（（山楂））。
0xf31ea	󳇪	(部分竹制用具) , 簸 (箕)|󳙃󲠿󳎷󲼔󲣍󳂈󲾁󳙬󲠥󲠈
0xf31eb	󳇫	是通用彝文字符 unicode 0xf31eb 滇川黔桂彝文|󳚕󲴆󳌄󲪨󲾩󲞚󲱣󲻙󲸢
0xf31ec	󳇬	闭 (eye) in Yi script is  (闭（眼）|的意思是闭（眼）（闭 (eye)）。
0xf31ed	󳇭	彝文字符的中文含义是捏，英文含义是捏。|的英文是捏，中文是捏。
0xf31ee	󳇮	是通用彝文字符 unicode 0xf31ee 滇川黔桂彝文|编号5581对应彝文字符。
0xf31ef	󳇯	编号5582对应彝文字符。|(往孔里) 捅
0xf31f0	󳇰	󲞖󲷯󲭛󲝔󲲒󲡖󲵂󳖬󳈞󲤼󳜓󳈫󲡸󳜎 an inch of time|「（稍微）」的通用彝文是「」。
0xf31f1	󳇱	󳀠󲺢󳘚󳂶󲟬󲥈󲺇󲭞|「（腐）朽」的通用彝文是「」。
0xf31f2	󳇲	󲼉 moon water|彝文字符的中文含义是（小步地）走，英文含义是(小步place
0xf31f3	󳇳	的英文是摔跤，中文是摔跤。|的意思是摔跤（摔跤）。
0xf31f4	󳇴	󲻨󳓞󳋷󲫵󳑰󲞥󲨺󳌓󲼄󳐜󲶸󳊶|是通用彝文字符 unicode 0xf31f4 滇川黔桂彝文
0xf31f5	󳇵	是通用彝文字符 unicode 0xf31f5 滇川黔桂彝文|「（风）流、风骚」的通用彝文是「」。
0xf31f6	󳇶	󲰇󲠟󲼱󲡖󲯅󲮙󲯷󲮶󲨜󳂭󳆤|的意思是细（细）。
0xf31f7	󳇷	流、淌（泪）用通用彝文写作「」。|󲞶󳐽󲹧󳍤󳛂󳙬󳌞󲦘󲳹󳓾󳎸󲾩󳅉󲴻
0xf31f8	󳇸	瓶, 壶 in Yi script is  (瓶、壶).|的意思是瓶、壶（瓶, 壶）。
0xf31f9	󳇹	彝文 unicode:0xf31f9 通用彝文字符集|󳆷󲽀󳙅󲝱󲠮󲣭
0xf31fa	󳇺	彝文字符的中文含义是骑（使动），英文含义是骑 (使动)。|的英文是骑 (使动)，中文是骑（使动）。
0xf31fb	󳇻	的意思是漏（雨）（漏 (雨)）。|编号5594对应彝文字符。
0xf31fc	󳇼	󲽟󳑶󲿖󳋓󲻬󳒹󳄧󲼅󲮣󲳻󲿊󳊗󳘸|1. 渴; 2. (水烧) dry;
0xf31fd	󳇽	紧挨着 in Yi script is  (紧挨着).|󲢸󳇢󲲷󲿙󳀈
